uid;state;path_row;main_class;class_name;def_cloud;julian_day;image_date;year;area_km;scene_id;source;satellite;sensor;uuid;publish_ye
8177;PR;22077;desmatamento;d2017;;278;05/10/17;2017;0,013628014;1564;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;baad3bd9-4daa-4929-999a-a242700407a7;01/01/17
8180;SP;22077;desmatamento;d2017;;278;05/10/17;2017;0,019412706;1564;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;a9c1e95a-0b48-49a0-9b6f-9f1751ea2f25;01/01/17
8186;SP;22077;desmatamento;d2017;;278;05/10/17;2017;0,013209821;1564;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;cdd94ffb-4c18-4e02-98d9-a7d1aadbf816;01/01/17
157524;PR;22077;desmatamento;d2004;;243;30/08/04;2004;0,024568356;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;204dc213-b98e-4397-a6b8-cb081138c461;01/01/04
160469;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,034065299;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d0394b39-71b6-4312-b963-9902740d11d1;01/01/04
1020927;PR;22077;desmatamento;d2021;;145;25/05/21;2021;0,01203253;1909;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;76732190-b4df-4b8c-967a-a89816c9e008;01/01/21
1020928;PR;22077;desmatamento;d2021;;145;25/05/21;2021;0,02062298;1909;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;e0aec693-a441-44b6-99da-7af524e46da0;01/01/21
2699;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012294694;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;cf5c3451-7ce5-4161-a34f-9dfbc87987b0;01/01/04
1044277;SP;21977;desmatamento;d2022;;245;02/09/22;2022;0,016131261;2044;FA-BIOMAS MATA ATLANTICA;Landsat9;OLI;29c81f63-cd2e-42d5-b9f5-3512aaad84b6;01/01/22
223784;SP;21977;desmatamento;d2004;;332;27/11/04;2004;0,01490587;835;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;e05170dc-92d3-4214-9020-c6021a287200;01/01/04
224080;SP;21977;desmatamento;d2004;;332;27/11/04;2004;0,013920294;835;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;995fb4eb-6238-4cfc-a7e1-fc05c81f41cf;01/01/04
224105;SP;21977;desmatamento;d2004;;332;27/11/04;2004;0,010552349;835;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d2666afd-2045-4038-814c-3f4dbbafd882;01/01/04
224251;SP;21977;desmatamento;d2004;;108;17/04/04;2004;0,021594354;836;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4f56e716-0fc7-4873-b1d8-000aeb96eb88;01/01/04
225423;PR;22077;desmatamento;d2004;;243;30/08/04;2004;0,017599165;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d0b23ebb-ec78-421c-8dcf-3df801ecb11b;01/01/04
226549;PR;22077;desmatamento;d2004;;243;30/08/04;2004;0,037396518;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;2d69030a-203a-454b-a19d-3483cf7b60bb;01/01/04
226600;PR;22077;desmatamento;d2004;;243;30/08/04;2004;0,021428443;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d268040d-c3cb-46d2-8d0e-e46a91acc2b9;01/01/04
227580;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,000153463;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;431c8a29-cc32-4da9-b2da-7811f39e4872;01/01/04
227636;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010666168;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;f65fd46c-f541-4f57-a8d7-9a44633cc219;01/01/04
228062;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012225527;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;e044287c-3dd3-439d-97be-81c2759eab6c;01/01/04
228294;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012827189;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;7f83d8a5-71b0-46f7-bfcd-e87c803ef6a0;01/01/04
228557;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,021571808;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;f915e47c-a680-4611-a965-ba5488feb3f0;01/01/04
1044471;SP;21977;desmatamento;d2022;;245;02/09/22;2022;0,015246893;2044;FA-BIOMAS MATA ATLANTICA;Landsat9;OLI;98d1514c-4bcc-4a73-8285-c7f20724e89e;01/01/22
231604;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,01272224;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;08166dbb-278e-46a2-978e-c1b6b8a266d6;01/01/04
237341;SC;22078;desmatamento;d2004;;243;30/08/04;2004;0,010646098;842;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;5b8df103-b1d5-4e92-9d79-1e85fa50d868;01/01/04
238328;SC;22078;desmatamento;d2004;;243;30/08/04;2004;0,028351353;842;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;310510d0-9966-4e99-b7a5-db034f10bc64;01/01/04
238804;SC;22078;desmatamento;d2004;;243;30/08/04;2004;0,012615018;842;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;680c9610-cbfc-4262-9cd4-86614bf5a25f;01/01/04
238818;SC;22078;desmatamento;d2004;;243;30/08/04;2004;0,015685085;842;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d7c982ac-3805-4472-92d1-bcf6cc48a41f;01/01/04
238844;SC;22078;desmatamento;d2004;;243;30/08/04;2004;0,011514454;842;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;1c532396-e50a-421d-ae44-370638b6e502;01/01/04
1044551;SC;22078;desmatamento;d2022;;164;13/06/22;2022;0,012733132;2054;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;1dbf176d-991c-429a-b6c9-ccc1ef2364c8;01/01/22
2769;PR;22077;desmatamento;d2004;;243;30/08/04;2004;6,09847E-05;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;1b8f2b2c-3778-4d75-9e4e-129572a0fa00;01/01/04
2777;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012835951;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;332a4184-108a-41e8-b75e-38bd941e166a;01/01/04
2796;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,014057224;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;5913ba4a-e8b0-4829-8f17-8e12a103163a;01/01/04
2924;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,01678062;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;0a5fc23a-13ff-4243-8e38-9111580163d4;01/01/04
2926;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,026887908;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;ac4f6475-d401-4bb9-83c0-bee7a7db9819;01/01/04
2927;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,014017747;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;65d28414-bc43-4b3b-838c-feea02d89c68;01/01/04
2930;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012126562;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;da956d4b-bc50-482e-9b65-a4db1dad145c;01/01/04
2932;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,013775336;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;936a9237-5c76-4fd0-962b-4177b5437cbf;01/01/04
2782;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010541329;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;31067882-8366-4107-a9d8-c35f336fa885;01/01/04
4533;SP;22077;desmatamento;d2006;;248;05/09/06;2006;0,014466628;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;b23974bc-7aab-4224-a21e-7e95f2d4c847;01/01/06
4619;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,016505227;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;eb05bedf-1e02-4896-9e6d-bc341e74d0bd;01/01/06
4764;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,015707119;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d4a93740-96cd-4f33-8b8e-8e8dcd039660;01/01/06
4765;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,020888985;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;dfca8079-8e17-45e5-a67d-e0c5d29dcd2b;01/01/06
4766;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,020605793;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;932c8929-5764-43f4-a342-cbc2b3542594;01/01/06
4768;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,019410868;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;9c2d68b1-b4c3-494b-870b-4c6742e921c8;01/01/06
4771;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,01151711;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;2155f66f-709f-469a-a6ce-b6197c251fbe;01/01/06
4772;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,014666115;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;00925ef1-1bea-4555-9634-d6a737b3ab81;01/01/06
4773;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,019762473;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;e26daa3d-a4c9-4d35-9146-fa9047272035;01/01/06
387588;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,014049441;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;cc02b745-450d-4153-b724-5cb305e5f0f7;01/01/06
387609;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,012144541;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;0fccdfe0-b1cc-4b7f-87df-fd1ef914b541;01/01/06
389316;PR;22077;desmatamento;d2006;;248;05/09/06;2006;3,94549E-05;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;8c9965c8-6f41-4c46-8966-7f4ca78c9b2c;01/01/06
390674;SP;22077;desmatamento;d2006;;248;05/09/06;2006;0,064494658;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;afdf4bb6-ea72-486e-8dd5-a510577eef48;01/01/06
391051;SP;22077;desmatamento;d2006;;248;05/09/06;2006;0,016542674;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;ca94a1bc-57cc-47ae-9bc4-a7ca2e8e42c1;01/01/06
393108;SP;22077;desmatamento;d2006;;248;05/09/06;2006;0,011694808;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;c335dde3-1795-46f5-866a-79e438270495;01/01/06
394579;PR;22078;desmatamento;d2006;;248;05/09/06;2006;0,015620672;926;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;18fb3f1a-6bac-4709-97f7-40bf7f842a7c;01/01/06
5602;SP;22077;desmatamento;d2017;;278;05/10/17;2017;0,01575608;1564;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;08b45355-f0ad-4b5e-8238-49e249363b38;01/01/17
485744;SP;22077;desmatamento;d2010;;323;19/11/10;2010;0,012796235;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;3b02aa97-0c91-4d1a-904f-018e985ca7e5;01/01/10
496877;PR;22077;desmatamento;d2010;;323;19/11/10;2010;0,012935279;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;722d4e4d-0805-4c4b-bc20-2824adaecd66;01/01/10
507135;PR;22077;desmatamento;d2010;;323;19/11/10;2010;0,02180475;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4a4b0f51-81fa-41a6-9e2e-927df2fb6a4e;01/01/10
510375;SP;21977;desmatamento;d2010;;140;20/05/10;2010;0,046033654;1018;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;24baf69b-6799-4c43-83e3-d4e85cf25746;01/01/10
510943;PR;22077;desmatamento;d2010;;323;19/11/10;2010;0,014375861;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;f4e4a660-ea51-410b-8381-795b84650616;01/01/10
510960;PR;22077;desmatamento;d2010;;323;19/11/10;2010;0,034883411;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a202d1fc-8c62-4ce3-b73f-5d8f3c40e6b4;01/01/10
511491;PR;22077;desmatamento;d2010;;323;19/11/10;2010;0,014781633;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;ffc4a907-6ffa-4b7d-97fc-5d84c50d94ac;01/01/10
511560;PR;22077;desmatamento;d2010;;323;19/11/10;2010;0,010545098;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;30199a8e-429c-4a94-8d8d-249db4b4cdc7;01/01/10
511576;PR;22077;desmatamento;d2010;;323;19/11/10;2010;0,057768285;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;ba73f2af-8729-4a4d-8600-d303b1e20aaf;01/01/10
513771;SP;22077;desmatamento;d2010;;323;19/11/10;2010;0,06750914;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;14aa542a-e38a-4c7b-be20-d8da74be592b;01/01/10
514494;SP;22077;desmatamento;d2010;;323;19/11/10;2010;0,010775948;1022;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;09479682-e7a3-45af-a592-2afd42a0f492;01/01/10
515108;PR;22078;desmatamento;d2010;;323;19/11/10;2010;0,012632691;1023;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;ea0ced0b-8d05-4012-bca7-430daba9c849;01/01/10
5772;PR;22078;desmatamento;d2010;;323;19/11/10;2010;0,011435442;1023;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;9ce033e4-889a-4c55-87da-c3f237e38637;01/01/10
5843;PR;22078;desmatamento;d2010;;323;19/11/10;2010;0,010338435;1023;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;3bb13f72-ace1-43e6-9e2e-a894db428aae;01/01/10
5854;SP;21976;desmatamento;d2010;;236;24/08/10;2010;0,01004231;1017;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;6d38795a-ad83-4fed-a099-ff0d5ba4846d;01/01/10
611230;PR;22077;desmatamento;d2008;;158;06/06/08;2008;0,018211518;1108;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;607fe4e8-cdda-4b9f-9afa-03eeecc38af6;01/01/08
636327;SP;21977;desmatamento;d2008;;199;17/07/08;2008;0,01659308;1104;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;07b5596f-dce8-4c7d-9820-13855dd0e7ed;01/01/08
716107;SP;21977;desmatamento;d2011;;143;23/05/11;2011;0,011581865;1199;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;cfda024b-b2da-4f6a-970e-c1d85e030a34;01/01/11
716655;PR;22077;desmatamento;d2011;;214;02/08/11;2011;0,01289202;1204;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4f15e012-8af0-497c-9499-6b4247196a92;01/01/11
716728;SP;22077;desmatamento;d2011;;214;02/08/11;2011;0,002963523;1204;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;909efb92-0fb2-43a6-9cfa-c6cc49a83041;01/01/11
716823;SP;22077;desmatamento;d2011;;214;02/08/11;2011;0,016372533;1204;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;05bba51d-ae48-4069-8bf9-3959bf51c043;01/01/11
768304;PR;22077;desmatamento;d2013;;235;23/08/13;2013;0,029573872;1301;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;b27e1cd2-6344-4a15-98dd-6240946e756b;01/01/13
768545;PR;22077;desmatamento;d2013;;235;23/08/13;2013;0,013653818;1301;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;a92a5548-65d5-4dff-af1c-6f337ffabd1f;01/01/13
768948;SP;22077;desmatamento;d2013;;235;23/08/13;2013;0,013623485;1301;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;b6747d0b-74e3-4521-af83-3169cfab08be;01/01/13
769054;SP;22077;desmatamento;d2013;;235;23/08/13;2013;0,012185597;1301;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;df60afc9-bd66-47b6-be3a-7627d440699e;01/01/13
770450;SC;22078;desmatamento;d2013;;251;08/09/13;2013;0,015143148;1302;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;fc1acc99-a3df-43c1-af66-b93c4558e1d6;01/01/13
6613;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,02303314;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;c6c4bbff-bb33-4da2-9200-e229e5116fad;01/01/06
6614;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,013731632;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;c4b91add-6826-4e90-842c-064007a1641b;01/01/06
813564;SP;22077;desmatamento;d2014;;302;29/10/14;2014;0,011331121;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;09b2a4fb-0db7-4658-b586-11db136d8242;01/01/14
813641;SP;22077;desmatamento;d2014;;302;29/10/14;2014;0,045248604;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;b91e24df-71b5-4e0d-896d-188e7bad9917;01/01/14
813733;SP;22077;desmatamento;d2014;;302;29/10/14;2014;0,011801481;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;5665da34-9e51-44a6-8f2c-d6b4b68c5422;01/01/14
813777;SP;22077;desmatamento;d2014;;302;29/10/14;2014;0,036603878;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;7252b065-ef8c-4560-92d2-6668502a6169;01/01/14
814256;PR;22078;desmatamento;d2014;;238;26/08/14;2014;0,061656859;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;04fd7907-3ce3-4669-8c64-3bb39a82a7ce;01/01/14
815110;SC;22078;desmatamento;d2014;;238;26/08/14;2014;0,023010803;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;f938034c-8b8c-4f8e-bb63-4d153e2c5dda;01/01/14
815258;SC;22078;desmatamento;d2014;;238;26/08/14;2014;0,023396919;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;96301d28-134d-4d78-b530-1015d44552b8;01/01/14
852727;PR;22077;desmatamento;d2016;;164;12/06/16;2016;0,025244341;1468;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;05c30e6f-c873-4c50-9661-18db8ac91950;01/01/16
897647;SP;22077;desmatamento;d2017;;278;05/10/17;2017;0,010559947;1564;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;3efaf1d1-f4c9-450b-b3fc-66e8fdc1b7d2;01/01/17
973045;PR;22078;desmatamento;d2019;;188;07/07/19;2019;0,01061962;1738;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;f37ca6dd-3ccc-432e-a2aa-95d2b88da167;01/01/19
998385;SP;22077;desmatamento;d2020;;191;09/07/20;2020;0,010128771;1823;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;3fc9b1ee-cac3-4176-b3ba-3ea830965d0a;01/01/20
1020821;SP;21977;desmatamento;d2021;;154;03/06/21;2021;0,010077767;1905;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;98eb2c0b-d2f8-478d-be07-4e5646cbc03b;01/01/21
7708;PR;22078;desmatamento;d2014;;238;26/08/14;2014;0,013022725;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;8e52194f-85ba-49f5-aa92-6008c751f456;01/01/14
7749;SP;21977;desmatamento;d2014;;215;03/08/14;2014;0,011071294;1383;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;c0d54ea9-1904-43b7-ba0f-b359aa3349bf;01/01/14
7750;SP;21977;desmatamento;d2014;;215;03/08/14;2014;0,010162006;1383;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;ba22e96e-3d2b-4e06-aaf5-cc9d5cafd7de;01/01/14
7752;PR;22077;desmatamento;d2014;;302;29/10/14;2014;0,02203191;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;73952c4f-5d46-4e36-a2ea-eab65365cb57;01/01/14
7755;SP;22077;desmatamento;d2014;;302;29/10/14;2014;0,011956104;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;206c67d7-69ae-43f7-b1f3-20e56d3d9368;01/01/14
7756;SP;22077;desmatamento;d2014;;302;29/10/14;2014;0,010396544;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;7253236b-d74d-40e9-b503-48ab904e315f;01/01/14
7757;SP;22077;desmatamento;d2014;;302;29/10/14;2014;0,01534654;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;f999d7a0-20b6-46d2-a71b-fd92464254b8;01/01/14
7758;SP;22077;desmatamento;d2014;;302;29/10/14;2014;0,011365835;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;1dff947b-6b16-497c-95d7-335a3119ad29;01/01/14
7759;SP;22077;desmatamento;d2014;;302;29/10/14;2014;0,011297328;1387;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;3638f644-93fa-4f50-a527-ba4d1b6d9363;01/01/14
7764;PR;22078;desmatamento;d2014;;238;26/08/14;2014;0,021621288;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;27e992fd-17f4-4d8d-b9cc-e82f55657024;01/01/14
7765;PR;22078;desmatamento;d2014;;238;26/08/14;2014;0,021975835;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;009702ef-679e-46ce-a9e1-e975ad48440b;01/01/14
7767;SC;22078;desmatamento;d2014;;238;26/08/14;2014;0,010075188;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;87c16ded-e0c1-47aa-92be-daf9b9bcb173;01/01/14
7769;SC;22078;desmatamento;d2014;;238;26/08/14;2014;0,016228623;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;b89520e1-121f-4528-bbf2-85297bfbf5f9;01/01/14
7770;SC;22078;desmatamento;d2014;;238;26/08/14;2014;0,014024665;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;1eeb00b0-a41d-44c0-a79b-4ac16cd840fd;01/01/14
7771;SC;22078;desmatamento;d2014;;238;26/08/14;2014;0,018526197;1388;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;6d909517-640e-425d-8e08-8ae0fa487485;01/01/14
7276;SP;22076;desmatamento;d2011;;246;03/09/11;2011;0,011278043;1202;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;c1e754be-7961-44dd-be9b-4baf9d071551;01/01/11
7277;PR;22077;desmatamento;d2011;;214;02/08/11;2011;0,010298849;1204;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4264b891-f10b-4774-853d-6aaecc63dea7;01/01/11
7279;PR;22078;desmatamento;d2011;;214;02/08/11;2011;0,011419961;1205;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;7976a95d-96d1-494a-9d61-e4d9a68db56d;01/01/11
7554;SP;21977;desmatamento;d2013;;116;26/04/13;2013;0,010122179;1295;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;6192d8ce-703d-4981-a5cf-f3dce3aec38c;01/01/13
7555;SP;21977;desmatamento;d2013;;116;26/04/13;2013;0,010779334;1295;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;144203f9-5d67-417f-9ebc-626c6285ca92;01/01/13
7556;PR;22077;desmatamento;d2013;;235;23/08/13;2013;0,01328775;1301;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;8f2c859d-d229-463d-ac87-53e5a65fe69f;01/01/13
7558;SP;22077;desmatamento;d2013;;235;23/08/13;2013;0,02420582;1301;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;09975bee-c413-44db-82a4-668cbd2abcce;01/01/13
7560;SP;22077;desmatamento;d2013;;235;23/08/13;2013;0,018548986;1301;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;e9aa433b-ec76-4d42-8cfc-97cec1b11ce4;01/01/13
7565;PR;22078;desmatamento;d2013;;251;08/09/13;2013;0,011811852;1302;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;4ab76f98-8532-4bbf-b38d-e0b6ed2d46a3;01/01/13
7566;SC;22078;desmatamento;d2013;;251;08/09/13;2013;0,011097252;1302;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;fe47119b-c498-4508-bacf-686eedabba5f;01/01/13
7567;SC;22078;desmatamento;d2013;;251;08/09/13;2013;0,000289895;1302;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;a9121db8-a0d4-49d8-9e7c-8a44aec026f1;01/01/13
3476;SP;21977;desmatamento;d2006;;257;14/09/06;2006;0,026798167;921;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;ab04504f-4275-49de-8d1c-5a174b73ddd4;01/01/06
3523;SP;21977;desmatamento;d2014;;215;03/08/14;2014;0,016600846;1383;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;01613948-5673-4a48-b1ec-5e03bcd83608;01/01/14
3527;SP;21977;desmatamento;d2014;;215;03/08/14;2014;0,0140738;1383;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;ebce6498-2459-4de2-bf1c-d588812cef80;01/01/14
3980;PR;22078;desmatamento;d2016;;164;12/06/16;2016;0,025623349;56;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;18963c86-6f8a-4fc9-af12-18b34fcb6e11;01/01/16
3981;PR;22078;desmatamento;d2016;;164;12/06/16;2016;0,011984954;56;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;2d89b589-792e-4132-bf45-9c23e463f086;01/01/16
3991;SC;22078;desmatamento;d2016;;164;12/06/16;2016;0,010869471;56;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;b3ac7575-7e6f-4095-8f12-0c229cbb8a33;01/01/16
3992;SC;22078;desmatamento;d2016;;164;12/06/16;2016;0,011209148;56;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;b807ecc5-d94f-4558-acb7-1fba52f5a665;01/01/16
2226;SP;22077;desmatamento;d2013;;235;23/08/13;2013;0,018927016;1301;FA-BIOMAS MATA ATLANTICA;Landsat8;OLI;57c19235-8b28-4687-82b3-78cb353c8f11;01/01/13
4798;SP;22077;desmatamento;d2006;;248;05/09/06;2006;0,040137053;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;1b1ca761-465d-4ef3-bcfa-97f00b41cd3f;01/01/06
4799;SP;22077;desmatamento;d2006;;248;05/09/06;2006;0,01058566;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;3d7caf02-adf9-4399-ab23-d9a5f71e5ae5;01/01/06
4800;SP;22077;desmatamento;d2006;;248;05/09/06;2006;0,019394209;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;bb6c7f6f-5260-4c2f-b896-13c031420875;01/01/06
4802;SP;22077;desmatamento;d2006;;248;05/09/06;2006;0,011666389;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;b9e1d63e-46f7-4e7e-964a-c7b6c9bec8e5;01/01/06
4803;SP;22077;desmatamento;d2006;;248;05/09/06;2006;0,013935731;925;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;7fadd5e1-e967-4a33-ae94-4c9d82e59ef2;01/01/06
4807;PR;22078;desmatamento;d2006;;248;05/09/06;2006;0,007596068;926;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;8a064ce5-a5e4-4c5c-ab77-47bd8e5210c1;01/01/06
4809;PR;22078;desmatamento;d2006;;248;05/09/06;2006;0,012728259;926;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;6e2a7285-d80e-41cb-994c-66372456cddb;01/01/06
