uid;state;path_row;main_class;class_name;def_cloud;julian_day;image_date;year;area_km;scene_id;source;satellite;sensor;uuid;publish_ye
233876;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,023750639;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a85954cc-06ec-48a8-8067-75b52d7ecd1c;01/01/04
233877;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,084627637;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;5307630e-6e4e-4c03-a625-d8a10aa033db;01/01/04
233878;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,035156668;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;f1dee72d-b342-4a32-b0d5-8dd8e1110179;01/01/04
233879;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,025954233;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;0e2137cd-0127-4309-8cc9-205c8c92f439;01/01/04
233880;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,011827029;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d8005163-eb2d-4331-aa7a-fb0b181009a1;01/01/04
233881;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,020341979;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;cd752894-951b-4c5f-8298-65413526b63c;01/01/04
233882;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,025638464;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;bbf55a80-4fe1-4291-ab56-bb6843d89afc;01/01/04
233883;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,014638836;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a348df26-9ee4-4f25-abc2-30f29a8a4e22;01/01/04
233884;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,016357758;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;ba93ad4b-192d-4696-a020-3af7135d49f9;01/01/04
233885;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,026997632;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;69ad5efe-2100-4bb2-bb6a-20aba099e402;01/01/04
233886;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,011550695;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;f0503709-7901-48c7-9c7e-2702c6d572a9;01/01/04
233887;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,029336622;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;17506528-b61e-41af-b937-53f91d178281;01/01/04
233888;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,018152095;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;171823e2-1f30-46d5-a5d9-7853f3423c39;01/01/04
233889;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,040668424;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;6aba7217-5000-470e-bbe6-d604c83a33aa;01/01/04
233890;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,060774978;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;5811e29b-98e8-485f-b38f-01cc50993110;01/01/04
233891;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010393602;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;030484a1-b8be-4e71-b6d1-16db9a21df0e;01/01/04
233892;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012287116;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;241804cc-db5a-482a-992f-7cad8c60f184;01/01/04
233893;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,02378012;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;410fc499-6d65-4b5d-9af3-242df1f25f1d;01/01/04
233894;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,02194607;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d2cff67e-806c-4492-8f2d-e7690fdc4129;01/01/04
233895;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,141131334;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a9df244b-9cad-49b7-9061-7c1f67ebc234;01/01/04
233896;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,03077826;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;0021ffd2-ac91-43ae-ad9d-4b88dd6c4707;01/01/04
233897;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010831965;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;65e682cd-a5d3-4016-b52c-0777ee4e0058;01/01/04
233898;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012757633;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;6db95c6a-a978-45c8-ad72-f6358ae9430f;01/01/04
233899;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,013414046;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4190b685-cfe8-4d7b-bd39-7d2600872c2f;01/01/04
233900;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,075048494;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;47488fed-63f5-4426-88f3-5deb82ccdd7a;01/01/04
233901;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,020515333;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;526acf6b-defa-4b3e-bf25-33367d6eaa88;01/01/04
233902;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010622653;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;7dd60d8c-e4a1-4395-9632-d1d0a171552d;01/01/04
233903;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,0212159;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;573b2d7f-3671-4b6d-8f5d-a1d2092a0b94;01/01/04
233905;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,049506072;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;e05a7500-d132-4002-b8ca-1f6d11ebd7fa;01/01/04
233906;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010482457;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;380eaaeb-e527-4769-b65f-dfa98398a488;01/01/04
233907;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,017783019;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;0fe46bc1-3355-4ecc-9afb-0e33643f546a;01/01/04
233908;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012526687;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;7f3ac428-35a6-472f-8c0c-27b9af311506;01/01/04
233909;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,027752376;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;9f41764a-4010-48da-bff7-20a9b00f7748;01/01/04
233910;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,022011745;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a7b67132-b85a-43e9-adc4-77a4699fe3c9;01/01/04
233911;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,10851719;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;3d9b9e04-1405-41b5-9535-1e61afa459b6;01/01/04
233912;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,01724267;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d98724e4-2cc8-4603-ab9d-698e434e81fe;01/01/04
233913;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,120020955;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;855018db-5dbc-4320-9026-a7df23709c95;01/01/04
233914;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,041037781;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;22ca87e7-7b47-4152-aef1-6268ecd02868;01/01/04
233915;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010612923;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;6703a365-23ed-4eaf-a721-92f2220620d3;01/01/04
233916;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,024992174;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;58ad1498-7e01-4eb9-85cf-f3f9e31d77f7;01/01/04
233917;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012286925;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;f064efbd-ab65-43d1-987b-e4a149af5faf;01/01/04
233918;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,017564327;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;8e18cee0-a5b8-49a8-a83b-162e015ad96c;01/01/04
233919;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,080650317;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;c259c41f-2222-49d8-a6ae-482a4acda008;01/01/04
233920;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,023963969;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;0a93452b-b076-499a-a7b1-77e4bdb11198;01/01/04
233921;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,022455402;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4ffdd87a-bff6-405c-9ae7-59e9122f68da;01/01/04
233922;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,103657623;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a65a4372-e817-4022-9865-872b354559c4;01/01/04
233930;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010833991;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;5279824b-ba4b-4429-a8b0-62a44f0ae24c;01/01/04
233931;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,017309161;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;541d1d9e-5a2b-454d-87a6-57e73864722b;01/01/04
233934;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,047089389;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;6ba11db7-3690-4aa7-852a-d52acf46d15a;01/01/04
233935;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,015466516;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a4d874c4-1dae-4bee-a06e-66fcc84e09ca;01/01/04
233936;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,041171622;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;83629c38-7ebb-4807-83d6-ae66dd7dde16;01/01/04
233937;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012668643;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;f82afb65-6281-492e-9114-ec5cd60eae0a;01/01/04
233939;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,030934945;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;ad69a1e4-85f0-48fe-bc40-4d41d861f7cd;01/01/04
233941;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,031742355;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;b4cf1a1d-2224-4c75-8915-a861a9a2799d;01/01/04
233942;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,023712659;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;f982adb9-0331-4338-b5d6-447a25eb141a;01/01/04
233943;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,030549344;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;c904bf4d-61c6-4b08-96fc-7414a63637fe;01/01/04
233944;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010834394;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;c0e5043e-f035-4f1b-9bac-0fdeba781dc8;01/01/04
233945;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,013076112;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;bdbaa4a1-3af9-4a53-b8f8-e1783c44a50d;01/01/04
233946;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,02039755;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;c6ddbf9d-186f-4007-88ea-1e64d86aaba3;01/01/04
233947;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,019858334;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;7144efb9-f709-494f-a67b-708d9b5a8dbd;01/01/04
233948;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,015325188;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;eee45715-452a-4141-96ac-59137772a067;01/01/04
233949;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,079238612;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a81912ca-6dfb-4cb2-abb0-10c5ef0acd94;01/01/04
233950;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,046996045;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;2a973978-0f28-4029-b5f1-d8604d811319;01/01/04
233951;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,052943466;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;6969752b-34ed-40eb-a8b9-44503f9b6081;01/01/04
233952;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,013177431;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;88a52b34-baaa-4575-abaf-e9fc5537a19c;01/01/04
233953;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,225955853;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;453381ab-9d2a-426d-9ed7-11679ed3f551;01/01/04
233954;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,111377533;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;0a67b0bb-cdb3-40e3-be01-03531798d662;01/01/04
233955;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,015833118;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;8828b388-d3f5-4663-ab4d-594ad0dee13f;01/01/04
233956;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,02795868;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d16ad8dc-13d4-4eab-b267-e258c766f6fb;01/01/04
233957;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,015956093;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4aee60fe-0e25-4b9e-9104-b58a4613844d;01/01/04
233958;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,020582082;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;77266d3a-7f95-4109-8b0f-7a09434e9c77;01/01/04
233959;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,021433077;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;69db7ded-e4ff-4cd2-b54e-d3cb8ae7bd6a;01/01/04
233960;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,027062576;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;25c6eed1-0bf0-42cc-b8ef-4bd7f2e4e201;01/01/04
233961;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,031563238;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;11c0df03-5fda-49bc-a242-4c3cbec6c878;01/01/04
233962;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012593917;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;fe13171d-7fcd-4908-ab11-1b4a3bd1f93a;01/01/04
233963;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012080278;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;84f0f7d0-4aa1-495f-842b-f1e28a469dac;01/01/04
233964;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,011714902;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;da481cb5-bb68-4338-85bd-95ad2f9a38b1;01/01/04
233965;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,023392982;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;fd83f1ef-98e3-4553-a3dc-bb39e90dcfe2;01/01/04
233966;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,022595904;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;b05f4383-1811-43a4-bccc-6903c1175978;01/01/04
233967;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,020433532;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;abee72f2-d85c-41a4-9646-70cc721d387f;01/01/04
233968;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,027192346;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;76b22605-fbe0-45fb-ad43-6e4259002a98;01/01/04
233969;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,031675878;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d2c1061f-ba7e-4295-85f7-038c095aa2d6;01/01/04
233970;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,014274786;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;285b8ba7-1792-455b-95c3-b4aa4d64c91c;01/01/04
233971;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,197775346;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;3c17fa4f-0c9a-462e-9c45-46963beb30db;01/01/04
233972;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,014555693;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;56e0695b-88b2-4775-8afd-5f00811894c6;01/01/04
233973;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,038296977;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a0a0ea9e-4661-43d6-9a24-3c3e3b15800c;01/01/04
233974;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,026227173;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4727888c-0bb0-4f02-b753-254ca7a4cd96;01/01/04
233975;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,058785552;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;e92450f4-cc9b-4799-aebd-dab05140eb0b;01/01/04
233976;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,014168672;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d834642d-4a84-4a61-9af3-016e2d3d4c8f;01/01/04
233977;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,016563976;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;313dbef5-1451-41db-a8a2-05e2116dfad7;01/01/04
233978;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,024982532;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;287e70b4-4012-40b5-abd6-d49113e9352e;01/01/04
233979;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,054081282;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;2ec81fb8-e756-4eb4-9cb5-7818aa137c89;01/01/04
233980;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,016280877;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;b48ac3f8-3b3a-42cd-bf21-f56bc803afa5;01/01/04
233981;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,01210944;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;3d8dc414-5108-4494-84e5-ae7c37f78b15;01/01/04
233982;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,01991701;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;b47d0423-e727-4aa3-9c09-635b2ad2277f;01/01/04
233983;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,039787693;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;02caa37e-e76b-4859-bfe2-af9137d75b18;01/01/04
233984;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,11383323;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;0747d261-2489-469c-b48d-6f621839e3e1;01/01/04
233985;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,021126738;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;5f6f1744-e218-4005-9ef5-5bedec491ce9;01/01/04
233986;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,016408322;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;647352f8-5765-4bd9-887a-844424e17751;01/01/04
233987;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,023793831;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;1002da89-cd06-46e5-8fe7-127ab72f9707;01/01/04
233988;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,013181691;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;e7bed1ab-827e-4eaf-87dd-756afda340f7;01/01/04
233990;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,029830224;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;036bc6c5-3ed8-4eb5-973a-7ed6d7472a27;01/01/04
233991;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,024351898;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;7da52b78-d4b3-4cb3-8324-d8464916dae0;01/01/04
233992;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,080291992;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;98986728-1bdd-45c5-92b0-4832d8bebf28;01/01/04
233993;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,011107976;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;fcf644ec-e0f9-4fe3-8668-a02a3653799e;01/01/04
233994;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,013200382;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;bfde1f8a-91b1-4eac-ad05-a1c5c689051b;01/01/04
233995;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,024168362;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;781479b5-632d-48a9-943e-9c5be7321dc9;01/01/04
233996;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,013158852;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4d3b3545-40ee-4bff-8ad6-bb4bff7f8c0e;01/01/04
233997;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010607821;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a5eafaca-b7d7-4960-9921-93207e56a1f8;01/01/04
233998;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,067275184;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;fb5b2b66-ab04-46b9-a42a-febe8bf6c543;01/01/04
233999;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,076706749;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;5139adb0-c9ca-493f-a562-ae07f057c269;01/01/04
234000;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,067031623;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;ba525855-4725-4062-a069-d1560ab3e1da;01/01/04
234001;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,038700895;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;add31bb0-985f-4ad0-9547-b7fcb825875a;01/01/04
234002;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,019043153;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;28fef7fa-f2cb-436e-8abf-5e648460546d;01/01/04
234003;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,500805889;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d82fdf3d-ebf4-4887-b3fa-4beea4a21bfe;01/01/04
234004;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,040717656;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;07d663a3-c92b-40f2-a380-c132a6d4c30e;01/01/04
234005;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,025735185;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;b51af098-a380-46c4-95df-eb642fd3bb9b;01/01/04
234006;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,029439573;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;20c7fa88-cb4c-4288-8ec8-3ccd4b24c383;01/01/04
234007;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,024847963;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;12458a9e-66d7-4d55-bf19-03c03e34112c;01/01/04
234008;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,016753696;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;13d994f5-d357-4505-976d-301fb28637b2;01/01/04
234009;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,056426876;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;37bb8147-97be-457b-95d6-50c2bc1a2220;01/01/04
234010;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,020446856;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;fe2076c8-df38-4583-b6ee-8bb324d60a8a;01/01/04
234011;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,189371192;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;adca832f-a26d-48ec-bbad-23dd18a9570b;01/01/04
234012;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,04066866;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;fd70e2ba-8688-47a9-8707-f1e79480ba00;01/01/04
234013;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012306231;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a69d1e2c-1fd7-42d9-9f53-315db1a7b56f;01/01/04
234014;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012947995;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;56ea3ae2-95f7-434a-a7db-8ecb5d2f5c5c;01/01/04
234015;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,099839262;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;a1b44339-51bc-49db-9678-c06add44c077;01/01/04
234016;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,012496948;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;0f3217ff-51ba-417c-9400-7989a7a75505;01/01/04
234017;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,011289372;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;4825aef0-d48f-465a-a673-600b95de65d9;01/01/04
234018;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,011788361;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;915faebd-a558-414a-b46a-173e31a44614;01/01/04
234019;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,019040719;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;e70918d2-788d-44d5-b9be-46e9b6a25208;01/01/04
234020;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,039058402;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;5983d65c-d3a1-48da-844f-c459b2f47800;01/01/04
234021;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,010216864;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;d69bea28-3e7e-4c49-8b07-df1cafd02720;01/01/04
234022;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,02119013;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;c395f88e-6a47-4cef-801a-1791b3132cbc;01/01/04
234023;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,056255329;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;73a2097f-7091-4e6e-92c8-fae5d321bc08;01/01/04
234024;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,021147573;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;72533092-fa07-43a4-9ad8-46b7a78331ff;01/01/04
234025;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,019320256;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;480bcfe9-62cb-4c3d-a82e-c62b1688a683;01/01/04
234026;SP;22077;desmatamento;d2004;;243;30/08/04;2004;0,050159655;841;FA-BIOMAS MATA ATLANTICA;Landsat5;TM;488aea3e-a313-4cb4-a995-387a59d5e985;01/01/04
